33
0 , 1, 1, 0, 0
0 , 2, 1, 0, 0
6.38298 , 2, 1, 0, 0
12.76596 , 1, 1, 0, 0
12.76596 , 2, 1, 0, 0
19.14894 , 2, 1, 0, 0
22.34043 , 1, 3, 0, 0
25.53192 , 2, 1, 0, 0
31.9149 , 1, 1, 0, 0
38.29787 , 1, 1, 0, 0
41.48937 , 2, 3, 0, 0
44.68086 , 1, 1, 0, 0
47.87235 , 2, 3, 0, 0
51.06384 , 1, 1, 0, 0
57.44682 , 2, 1, 0, 0
63.8298 , 1, 1, 0, 0
70.21277 , 2, 1, 0, 0
73.40427 , 2, 3, 0, 0
76.59575 , 2, 2, 1, 0
82.97873 , 0, 0, 0, 0
89.36171 , 2, 2, 2, 0
102.9255 , 3, 1, 0, 0
106.117 , 1, 1, 0, 0
106.117 , 2, 1, 0, 0
109.3085 , 1, 1, 0, 0
112.5 , 1, 1, 0, 0
112.5 , 2, 1, 0, 0
115.6915 , 4, 1, 0, 0
118.883 , 2, 1, 0, 0
118.883 , 1, 1, 0, 0
122.0745 , 1, 3, 0, 0
125.266 , 1, 1, 0, 0
125.266 , 2, 1, 0, 0
