31
12 , 0, 0, 0, 1.2
18.75 , 2, 1, 0, 1.875
38.25002 , 1, 1, 0, 3.82500190734863
39.75002 , 2, 1, 0, 3.97500190734863
41.25002 , 2, 2, 1, 4.12500190734863
65.24995 , 2, 2, 2, 6.52499465942383
66.74995 , 1, 2, 1, 6.67499465942383
83.24992 , 1, 2, 2, 8.32499237060547
86.24991 , 1, 1, 0, 8.62499084472656
87.74989 , 2, 1, 0, 8.77498931884766
89.24989 , 1, 1, 0, 8.92498931884766
98.24988 , 1, 1, 0, 9.82498779296875
99.74986 , 2, 1, 0, 9.97498626708984
101.2499 , 1, 1, 0, 10.1249900817871
102.7499 , 1, 1, 0, 10.2749900817871
105.7498 , 1, 1, 0, 10.5749801635742
107.2498 , 2, 1, 0, 10.7249801635742
110.2498 , 1, 1, 0, 11.0249801635742
110.2498 , 2, 1, 0, 11.0249801635742
110.9998 , 0, 0, 0, 11.0999801635742
114.7498 , 1, 1, 0, 11.4749801635742
117.7498 , 1, 1, 0, 11.7749801635742
120.7498 , 1, 1, 0, 12.0749801635742
123.7498 , 1, 1, 0, 12.3749801635742
126.7498 , 1, 1, 0, 12.6749801635742
129.7498 , 1, 1, 0, 12.9749801635742
132.7498 , 1, 1, 0, 13.2749801635742
134.2498 , 1, 1, 0, 13.4249801635742
135.7498 , 2, 1, 0, 13.5749801635742
137.2498 , 1, 2, 1, 13.7249801635742
161.2497 , 1, 2, 2, 16.1249694824219
